#'chr'	'start'	'end'	'D1535_D1480C05_H3K27me3_bulk_r1'	'D1535_D1480C06_H3K27me3_bulk_r2'	'GSM7645437_H3K27me3_zygote.mm10'	'L548_Zygote_rH3K27me3'	'L548_Zygote_4_rH3K27me3_pA_Cell1'	'L548_Zygote_5_rH3K27me3_pA_Cell6'	'L548_Zygote_rH3K4me1'	'L548_Zygote_4_rH3K4me1_pA_Cell5'	'L548_Zygote_5_rH3K4me1_pA_Cell10'	'GSM7645420_H3K4me1_zygote.mm10'	'D1888_Zygotes_all_rH3K27me3_RNA_pseudobulk'	'D1888_Zygotes_all_rH3K4me1_RNA_pseudobulk'
chr19	57000000	57500000	0.039599938095092775	0.03923967706039548	0.3028436239882399	0.1382216562326572	0.0	0.1900801564070706	0.2099106858896583	0.028166486362339337	0.18059128069184685	0.40002440208770007	0.02526759021696497	0.018038450352848037
chr19	57500000	58000000	0.07684044079589844	0.0682416423189044	0.434401224034416	0.2862807272550382	0.0	0.3360305037491794	0.19059563233161694	0.07823282282165435	0.1687842331004544	0.3705600484053449	0.012354956848425941	0.011824372808686524
chr19	58000000	58500000	0.02183386639404297	0.027841600716367362	0.2832443691444275	0.31198625554490494	0.02628119921875	0.0779423671875	0.2340893445206459	0.10061337849072835	0.3137063484815604	0.424115106504859	0.01686334756069496	0.03058219165421179
chr19	58500000	59000000	0.0387384599609375	0.03766647939825058	0.35872199629157797	0.1047978793421196	0.0	0.0	0.21325935631831008	0.15292185385987195	0.17234371035170634	0.41474704991782585	0.005994344710756521	0.010499871557354002
chr19	59000000	59500000	0.0766994282836914	0.06912722173514962	0.47086603154610823	0.3508313139704011	0.07106120065789474	0.33865094980215515	0.21297534581286498	0.12465178530461525	0.21958877284410264	0.42868046569228757	0.02546908794399852	0.030307379536835724
chr19	59500000	60000000	0.07902529943847657	0.0649431894480288	0.5060955950943334	0.17187819120886788	0.16546960793585527	0.16797431972909485	0.18067437777309225	0.1340826497232908	0.14583829609120175	0.4192853889547209	0.026127748188981267	0.002363704232064877
chr19	60000000	60500000	0.07702858038330078	0.0710851708662212	0.5463951232224729	0.10869148823722227	0.21681990625	0.05196156640625	0.15438444862812697	0.09330924338691969	0.10527106311014604	0.4148317925787205	0.016345154731077248	0.01655757651089772
chr19	60500000	61000000	0.02088864163208008	0.02630451351363957	0.2379434818016759	0.044596109681469306	0.02048858028356571	0.0	0.1753520167014382	0.1111825710962743	0.16769493836785004	0.49368355959710847	0.04473109501463565	0.029267878172090443
chr19	61000000	61431566	0.024988371808925682	0.03076739670893164	0.17648504391721156	0.12021226019390245	0.052384144528512776	0.03010060897768244	0.14867382035700863	0.10923015252475111	0.1267883723945616	0.3310463545630969	0.0026123947120784913	0.0034862902950325418
chr15	0	500000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr15	500000	1000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr15	1000000	1500000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr15	1500000	2000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr15	2000000	2500000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr15	2500000	3000000	0.001487686492919922	0.0	0.0	0.0	0.0841666600045539	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr15	3000000	3500000	0.03581141082763672	0.040819820539951326	0.23209342333984376	0.10601347997107873	0.1457938478079461	0.0	0.10337257932104246	0.21436594596535655	0.059473818191271434	0.292181213688548	0.0009689480766175224	0.0012944720268249512
chr15	3500000	4000000	0.032706270721435546	0.03388586894750595	0.26486155744714707	0.05331193660564812	0.0	0.0	0.09671228810319997	0.150198554808766	0.12982602865117648	0.34649572528820505	0.0018847892823776263	0.000993341834736425
chr15	4000000	4500000	0.029423579864501954	0.03628112362289429	0.24410743744227986	0.03272093779339034	0.0	0.0	0.10827517626028349	0.1100518008433679	0.12200937337239583	0.3791470505817693	0.027615917543981894	0.013700633571000986
chr15	4500000	5000000	0.0379206748046875	0.03683840206408501	0.2697224778463833	0.02399872379915007	0.00732353414463995	0.0	0.11387543986804076	0.0832450741311415	0.0873170455038668	0.33040901676531537	0.002230365263123981	0.016316468866016513
chr15	5000000	5500000	0.02528637646484375	0.029979467350006103	0.25041333298441243	0.024671505008475935	0.02552796585536005	0.0454663984375	0.13968055239714036	0.0596984400585888	0.1269642015664457	0.3650565876048018	0.06448212514189423	0.014924810723335244
chr15	5500000	6000000	0.03000499624633789	0.038786899524927136	0.25909630963427266	0.04649348951675679	0.091984203125	0.0	0.09868526978093926	0.050401529895904275	0.056303471585976955	0.3516570225681212	0.003833435612444018	0.0018588102598985036
chr15	6000000	6500000	0.035584870803833005	0.04218362470042705	0.3271358324930112	0.07589019623138092	0.124835703125	0.123408703125	0.1335293832292653	0.08295212794032922	0.12734922752015598	0.37070823757562404	0.03835768338537998	0.05768850696582388
chr15	6500000	7000000	0.016491457565307618	0.025433066652417183	0.19824908223561052	0.04042435861479132	0.0	0.0	0.13285944020157633	0.1818223944357221	0.14591961261705597	0.3874680326046827	0.030526098754319986	0.022187427831821663
chr15	7000000	7500000	0.023269470077514648	0.02862230876970291	0.22069507131090255	0.07570489272299964	0.0	0.15672259850058468	0.13857987225526752	0.14111514766387243	0.12920404185408776	0.41830497805711697	0.006300115425836845	0.0035660902781671335
chr15	7500000	8000000	0.020588719314575194	0.02266325870370865	0.20776564646097495	0.0496486617688429	0.04971650926284785	0.04012672178178339	0.17417439049059935	0.16383271788282436	0.1475053673749211	0.40836343926257623	0.005061611319369957	0.005702926524790683
chr15	8000000	8500000	0.016367208206176757	0.018888001306653024	0.19071534299495807	0.034102900212981076	0.015986490737152158	0.10547735827871123	0.1509986734915069	0.1708849822347789	0.10432013216145833	0.4818850490246284	0.0820286661767178	0.06838971619149141
chr15	8500000	9000000	0.017334061935424805	0.019582167659401895	0.18587669274161342	0.045067234282824456	0.0854138984375	0.09388029018892069	0.1310401754458649	0.2894680662538013	0.13075158248500632	0.4018782971667778	0.008986494423080664	0.0029029955066507177
chr15	9000000	9500000	0.05706022821044922	0.054185725320577624	0.3796824142528204	0.16918445064833323	0.203679306640625	0.04231950742014402	0.12637056477248065	0.19619698399882793	0.13538183287300082	0.3443856228310189	0.005048245738217089	0.007473583753147791
chr15	9500000	10000000	0.05505566571044922	0.058181905832767486	0.4117902319133137	0.048424164297058966	0.0839909589705982	0.03674001193480223	0.11997206335325916	0.1454923563131573	0.1299321598833386	0.354974197040837	0.0009802738177698167	0.001583041178375367
chr15	10000000	10500000	0.03938508148193359	0.04102622335410118	0.35572162353203624	0.04121077177335778	0.047415044935651796	0.05084437908255375	0.12779248005445074	0.15792083117001393	0.14981307922322182	0.38561861625857463	0.11881407004817587	0.1455164063300859
chr15	10500000	11000000	0.015277759994506836	0.02096003997850418	0.1845100232050594	0.02304556103515625	0.0	0.0	0.14451720232599433	0.1256070716825583	0.1444152500263047	0.4424551970095751	0.08832973105934018	0.03921656887675441
chr15	11000000	11500000	0.01994816032409668	0.02891555074620247	0.2599136365128295	0.0283637734375	0.0	0.0	0.13954217833054666	0.2454728058214608	0.1825161223136311	0.4042235746459961	0.004583969761004213	0.01238225400835599
chr15	11500000	12000000	0.02718774917602539	0.03225891227197647	0.2621754648967901	0.07751144384765625	0.0	0.0425593723342873	0.14414886387618864	0.14151102141112043	0.1396714858414878	0.36081877719637245	0.12839964790756975	0.12442768150887377
chr15	12000000	12500000	0.013222562355041503	0.022034791622757913	0.1693568373851837	0.04453110295490642	0.0	0.0353829948532127	0.1643027787728358	0.07912077519239222	0.2612247994117608	0.41142653108624716	0.22380591898133326	0.19389190771286247
chr15	12500000	13000000	0.01116217928314209	0.019340265387415886	0.16501201154402956	0.061140131175952954	0.10418720503588626	0.0	0.18285693876509235	0.12075591118973328	0.2282442685908565	0.4283053220125524	0.09526923947962776	0.050058462070248846
chr15	13000000	13500000	0.05723302420043945	0.05785766661858559	0.40167696069257935	0.046682037109375	0.07978119730786373	0.0909327578125	0.13761067875039457	0.11252490496953006	0.17496234688848117	0.40957746850288207	0.007881557121800595	0.00022662020191966103
chr15	13500000	14000000	0.06287258560180664	0.060375499233484266	0.3357838126263603	0.042980716250912175	0.0	0.06264296419302888	0.08023095397579309	0.05259830516018991	0.05824098255504262	0.3074964096352181	0.0005897977413036785	0.0009949763227206216
chr15	14000000	14500000	0.03574001596069336	0.0379101348836422	0.30394853976606184	0.01798825827931834	0.0	0.015299363931971115	0.06743989255069001	0.0770642245460197	0.0507427350934475	0.33154865977812975	0.010223094253211724	0.009028411395514023
chr15	14500000	15000000	0.03114784994506836	0.033151777270317075	0.24636811413769216	0.012895007281292926	0.0	0.0	0.09285012178702307	0.11594273886778146	0.10088817562506575	0.3115096203434642	0.016529205070638268	0.01378319441625037
chr15	15000000	15500000	0.04318805342102051	0.046851325768709186	0.341407278123752	0.025409208984375	0.0	0.0	0.07527995957900539	0.07460998811815961	0.0614705595259233	0.315058963009718	0.0008084400091796626	0.0008028175841717757
chr15	15500000	16000000	0.044730467391967774	0.04733922750282288	0.3123369656923922	0.03009476043787407	0.0	0.077942328125	0.0631225574824786	0.08834731120319626	0.045331310983368844	0.2746815439244712	0.001228723402457159	0.0013323410982257406
chr15	16000000	16500000	0.03209694044494629	0.03744649561429024	0.27335737997017273	0.01504251158537333	0.0	0.0	0.06350788135659574	0.07623316342684344	0.040072910807291674	0.2845741403391769	0.0014301682704550322	0.0021724233832873347
chr15	16500000	17000000	0.03173169065856934	0.04023589914917946	0.2651590471277206	0.031681275095893226	0.0	0.0	0.05684986133953056	0.08776834140474037	0.07048795161576704	0.2937091822331126	0.012800667430231807	0.003449020376079304
chr15	17000000	17500000	0.07042270178222657	0.05911431240367889	0.41956626798996605	0.07205552767105941	0.05126473901247965	0.0	0.06257045516289604	0.06412892282471074	0.05515332067254576	0.24185026611328125	0.0004906240863502025	0.0002814826500272566
chr15	17500000	18000000	0.04031982348632813	0.04456203959751129	0.3024707668355631	0.02899039420394059	0.014438260987520346	0.0844375078125	0.06260124846209901	0.07596952817714439	0.07730005350625394	0.26780799931819266	0.00010806100614100206	0.0003535771383856849
chr15	18000000	18500000	0.03828161901855469	0.03870834386825561	0.2926707330848767	0.01063641650390625	0.0	0.0	0.061292789900346235	0.06450468328687278	0.04815240677034011	0.29346168128930067	0.00016705652508090753	0.00017718077845755938
chr15	18500000	19000000	0.0813969546508789	0.07843610707235336	0.532899749199718	0.04577572928369064	0.0	0.181865517578125	0.06673933459534308	0.06573400032271605	0.043702328365852534	0.27031009942478085	0.00013698260918797042	0.0004070189498251362
chr15	19000000	19500000	0.04715819302368164	0.04644492735171318	0.32000917482808755	0.03459130124883487	0.0339266051614216	0.0584567578125	0.08110106523486821	0.048925606622261864	0.07913635350411669	0.3216716986590129	0.006672292261218438	0.013601613150108728
chr15	19500000	20000000	0.04437283389282227	0.04780224094796181	0.2548220778925594	0.04212457692460999	0.0383466995260784	0.0	0.07575651443758878	0.0882380913766512	0.0914376176223498	0.2996908563559928	0.004812077504048582	0.010830112846173405
chr15	20000000	20500000	0.03728971563720703	0.041831447571277616	0.2562575903913114	0.010071740199114502	0.0	0.0	0.05976476808582653	0.07387526750239562	0.08940509871172665	0.3122783070202339	0.0006084694262098094	0.0008103052926512883
chr15	20500000	21000000	0.03907092486572265	0.041252477179527285	0.3038094918708192	0.013514569998604911	0.0	0.0	0.0639518380913012	0.033606048898409784	0.07396680100484006	0.3526969925551996	0.0008660702107656197	0.0006665328149832497
chr15	21000000	21500000	0.06849572039794923	0.06452262085604668	0.4811996878291609	0.07707699933464972	0.0788436015625	0.13743740030952528	0.07918081642289596	0.07062359205029618	0.05889996874013573	0.2757142609907941	8.81765260305561e-05	0.00022861202053321423
chr15	21500000	22000000	0.03480615570068359	0.04059501217055321	0.3138667962962385	0.022231787512187868	0.01908295023641578	0.03793290437797473	0.07179219196481416	0.12284565145133126	0.0623405812388205	0.29957751632616	0.0004377695915229985	0.00042989905965189597
chr15	22000000	22500000	0.03224755918884278	0.039112317410707476	0.25958916626210565	0.013631790615494997	0.013768549763584218	0.0	0.05805701215524385	0.05085787454661366	0.049276652850115746	0.3207697631910371	0.00345870015503344	0.002955364992619485
chr15	22500000	23000000	0.034271529312133786	0.03736793002438545	0.27931802215517676	0.004145660758744603	0.0	0.03128206860331528	0.04759696945282907	0.03241244480318281	0.09244462893337674	0.29729193221376	0.00042284998078229	0.0009705402811774912
chr15	23000000	23500000	0.04004472937011719	0.04209440658640862	0.35767785278554315	0.046640994974037536	0.0	0.17656425952168472	0.06765726488548819	0.07476242270431092	0.10351305081125382	0.3020461898952577	0.0002405411651681681	0.000599272312974745
chr15	23500000	24000000	0.03585907946777344	0.036902576905012134	0.2917138446173622	0.020311088853964814	0.0	0.0	0.07296885473232077	0.14292288706992642	0.07342381469685462	0.3329354993405226	0.0027382603032315364	0.004756119276700325
chr15	24000000	24500000	0.0386263388671875	0.04347167507195473	0.3128708260548747	0.01926632722815689	0.0	0.0	0.07968700923233803	0.1307235242336484	0.052059494741523306	0.33240346347864663	0.0018812917817342476	0.0004906584914680137
chr15	24500000	25000000	0.051278183654785155	0.048722101772546766	0.35780670634952827	0.040818375206580534	0.03942180078125	0.0	0.08556602335057113	0.07748027054716207	0.08312118160610008	0.31111549379972137	0.0015289674385922853	0.002117427686869232
chr15	25000000	25500000	0.030882360664367677	0.032375876288414	0.26613070136843553	0.09879940262717542	0.0	0.0	0.12613494325086808	0.15471788533384284	0.12464485359782725	0.3721769803273271	0.0004927156262319595	0.0011545876629328888
chr15	25500000	26000000	0.021463875663757324	0.020356316478729247	0.22304129686563995	0.08657693355197399	0.044116910071772535	0.25980775	0.18308752682957508	0.2654415616387639	0.17635860893110797	0.3897951783432379	0.009872586200901718	0.010243732085596221
chr15	26000000	26500000	0.02939069873046875	0.03695593777370453	0.2857712845026083	0.03687609399873982	0.054437593834477466	0.0	0.11747307108992759	0.1371118203624913	0.16423274155988596	0.39310490490722655	0.00019510464414221343	0.0005303899379423423
chr15	26500000	27000000	0.030758768951416014	0.03937174952554703	0.3020346538522739	0.025420341286364306	0.0	0.0454663984375	0.13312447489358922	0.07294888128949807	0.14686766792127823	0.43624546927103186	0.009131752508198629	0.00393288793510522
chr15	27000000	27500000	0.024494421981811523	0.02908333917737007	0.23080369956663088	0.042621723093556836	0.0	0.03471035588354464	0.13004192920168484	0.16009086159837493	0.10086541416052615	0.3739566474162776	0.0010583760885058858	0.0009773397785244986
chr15	27500000	28000000	0.014984129074096679	0.017346047421216964	0.2566946096074406	0.09293456809645433	0.0	0.04972721052270535	0.1750474388378413	0.10664869752226346	0.1947923146257497	0.4704127958120951	0.004255551429185712	0.005834284455659315
chr15	28000000	28500000	0.02635728533935547	0.03379896171164513	0.2970632943711936	0.08500574188471964	0.05913269921875	0.0	0.14620496717849887	0.10196455202039051	0.10280551770728526	0.41312614643673784	0.0020890599693323747	0.0006781191177534503
chr15	28500000	29000000	0.037454793762207034	0.045036332901239394	0.3016766874485199	0.01572201345417975	0.0	0.0	0.08020942173196811	0.08133041651578538	0.052644593395913895	0.38103994906988375	0.001921596178742706	0.0005352147164512281
chr15	29000000	29500000	0.03728949639892578	0.04215040382623673	0.2648616658627446	0.028363772094726562	0.0721638049182234	0.0	0.06594624280586628	0.10606447916749161	0.04927240603211271	0.32105431200576406	0.0026421330957021867	0.017329063527194453
chr15	29500000	30000000	0.06341703753662109	0.06928551210451125	0.40652998199131385	0.11468619280440542	0.1840778903942766	0.12377009172282744	0.10658548565858783	0.14066875111366733	0.07983452567263004	0.3519716967356612	0.0013253147589691351	0.001848512426095762
chr15	30000000	30500000	0.11044405505371094	0.09535211788225174	0.6461781155494958	0.19402705285395408	0.3237816890162039	0.22814204867009275	0.1234057055312648	0.18327772568938483	0.10326377061292862	0.31131032449712986	0.0004177820527162708	0.0010284809221092165
chr15	30500000	31000000	0.13717013720703125	0.11451761237955094	0.8090623076171874	0.4512291221377674	0.10927191682118875	0.5046649424288118	0.16163980940570255	0.16319972596359444	0.1681764785515885	0.3873848731674567	0.00015281679282813776	0.00021274742560037377
chr15	31000000	31500000	0.06968361338043214	0.06320314897441864	0.4282346741245258	0.22099920446949814	0.20406228614515107	0.22676789870291728	0.2255589746796579	0.22339657740136373	0.24857571936035155	0.4453155691275248	0.024527692126102136	0.03865626166382132
chr15	31500000	32000000	0.02572477956390381	0.025976342098236085	0.27043365896128696	0.0520002451171875	0.09875770762683125	0.014343166912850813	0.15620208833081795	0.20031695842803626	0.0851274037255695	0.43738769324623666	0.04098994709693799	0.029489359997845434
chr15	32000000	32500000	0.03926281219482422	0.03900129260659218	0.3608045881043455	0.08728612711754624	0.0	0.0	0.1799269748954388	0.1257346142578125	0.19796754364856245	0.4779502616145436	0.0113878033409744	0.0059162093645546785
chr15	32500000	33000000	0.04396488391113281	0.043724228086233136	0.3039741627661367	0.051578163653938136	0.0	0.0	0.13908849904439907	0.17488707238738596	0.2024343439987645	0.3780042654314739	0.005554942387315093	0.011400266192879788
chr15	33000000	33500000	0.03546734976196289	0.037272977446079256	0.2579648028328503	0.014117877491039234	0.0	0.0	0.10253710173882379	0.05082626184249081	0.12300196132343948	0.35823176663580175	0.010591340616679584	0.02411191989661372
chr15	33500000	34000000	0.04304018374633789	0.0437680490193367	0.2700967458732044	0.07262742918906218	0.0	0.142894296875	0.12453198293974906	0.13664589489108828	0.15051329704176777	0.3323781857508218	0.004998027746763386	0.005101732542808666
chr15	34000000	34500000	0.026379796966552734	0.030446981531262397	0.221405355660728	0.07811909053669544	0.0	0.04909613290674236	0.16499889962984338	0.16362111696080683	0.15157645778956558	0.495995078922923	0.5437533990940656	0.5382343300646497
chr15	34500000	35000000	0.024462640747070313	0.03367423844754696	0.2324781307046421	0.03581835253637963	0.0	0.0028654334995076316	0.1427447359335543	0.08251266314038345	0.16641428630687574	0.40856405774223514	0.045636513652301224	0.031530622539934265
chr15	35000000	35500000	0.03474171549987793	0.03664699858856201	0.26328965054662545	0.03686380932885474	0.0	0.0454663984375	0.12176974236505682	0.1286262193399962	0.08342584420663339	0.4457350936294183	0.022250323145209767	0.01345665196182931
chr15	35500000	36000000	0.026096317001342774	0.03141931707811355	0.2518881601113999	0.043191297158233784	0.0	0.0	0.15841229078504776	0.13687995768262162	0.14739400452338325	0.42967717253745474	0.027109612283863004	0.03984135059276431
chr15	36000000	36500000	0.02804602412414551	0.02943289807832241	0.25705321584156754	0.09381769618867068	0.09061526993849797	0.014470010098678814	0.19781969329895635	0.3110593502481251	0.20351877050904552	0.38866678801448173	0.11745808389770009	0.08714849457427373
chr15	36500000	37000000	0.051101760299682615	0.04593364075052738	0.36884999906204763	0.34528030116719916	0.29696323667981167	0.2832898953364773	0.2259813276009608	0.14985758530419452	0.19237477924878668	0.39444844109660826	0.358158806649255	0.27168309049180495
chr15	37000000	37500000	0.03732139154052734	0.0411326249127388	0.27618568168937513	0.11868840723901866	0.33877154923794667	0.21071064713477555	0.19827314266320428	0.2672376475930927	0.2018126842645202	0.3580153363007336	0.0652037226437428	0.1812475817216829
chr15	37500000	38000000	0.09247882458496094	0.08992464042520523	0.6336804222672435	0.324573890880447	0.41031198320624374	0.2939520849104505	0.22446509769200795	0.30826866325373004	0.18734074729636865	0.4058386852670065	0.09722063084908783	0.0641684148303409
chr15	38000000	38500000	0.0441705816040039	0.04471476685142517	0.37346877797545414	0.30102061878802	0.4704056856857027	0.434718636651434	0.21216513715401084	0.2789519323603015	0.20187875070488412	0.4552422701832841	0.03396520896811563	0.048320802695540496
chr15	38500000	39000000	0.04882322338867188	0.045223594764709475	0.3327892410691722	0.2304848993251447	0.26400169759581377	0.46146267445224026	0.15481870283523713	0.1496191863932622	0.12492504933161368	0.27084371420660247	0.06951988675416297	0.04365952339175135
chr15	39000000	39500000	0.06649217715454102	0.07064955582737922	0.4668297443385505	0.20115461976314525	0.08797611866055684	0.26944027407219356	0.14504931774655735	0.18776433470157677	0.14662217990615795	0.3578707064223871	0.02828781624570245	0.03486677330933615
chr15	39500000	40000000	0.03340354818725586	0.03968571099352836	0.3268354501396398	0.09789514542876382	0.02518521680792671	0.032476	0.13796980769980072	0.12343256016921804	0.1284900495128696	0.4108747618720822	0.0033155361231096457	0.03284985399843925
chr15	40000000	40500000	0.03299968014526367	0.03629651667666435	0.27457626892314096	0.04122885985695736	0.0	0.0	0.1223918688015408	0.10176154292420331	0.1749579552034834	0.39296471838825503	0.0047778999278029945	0.006665298957270246
chr15	40500000	41000000	0.036702451873779296	0.04540989108490944	0.2946079707353001	0.024149925413505996	0.0	0.0	0.1020439265777896	0.17227353843686646	0.11292820677786164	0.36243939996933355	0.0005290114818408353	0.0018391435763041178
chr15	41000000	41500000	0.08601860040283203	0.07622876432657241	0.5576534514011956	0.1356506855875012	0.0459921015625	0.2684350293337385	0.10502843530458392	0.08427604507481865	0.1023664818544741	0.36490166042867517	0.002468235071107501	0.0016324071144487042
chr15	41500000	42000000	0.058370256225585934	0.05734944616079331	0.44122140405702437	0.08231787322624362	0.0	0.11665874218044783	0.12016399237677064	0.10546401182120739	0.1513130218672319	0.422498786857791	0.0021777827431476507	0.0036041596492988656
chr15	42000000	42500000	0.07139264358520508	0.06973110440850258	0.4907396204108583	0.0705527470634137	0.0999550381783631	0.08905549411081363	0.10340999630706478	0.11155847078528891	0.08080420593325939	0.36054473852092467	0.003065305907124378	0.0007632272791820903
chr15	42500000	43000000	0.05776621432495117	0.06489730780386925	0.46352637595004237	0.05767745307287578	0.01174006338413689	0.0	0.09650984424444642	0.1072745769826248	0.07579785911110515	0.32906283619801596	0.03698518317680671	0.001710340344866117
chr15	43000000	43500000	0.03290434030151367	0.03964263436460495	0.31573581848476034	0.023436335905305635	0.02429294705836757	0.0	0.11365699863934758	0.1219594780562991	0.16414629553572016	0.40555112219684886	0.09441977461167633	0.12753993287907092
chr15	43500000	44000000	0.04856907925415039	0.053450892760753634	0.3022628716610064	0.019174940333487663	0.02237599391822824	0.071447140625	0.08989714257504242	0.05485751037616217	0.07049280713383839	0.34780189477390194	0.0048364322239473215	0.004474889788336069
chr15	44000000	44500000	0.06254365014648437	0.06630405447626114	0.41708860148332977	0.05023748409828174	0.0715964574609042	0.0	0.09089895394620029	0.13038069946870645	0.0812097429999663	0.3075355219279964	0.18964270337048517	0.13966412551068405
chr15	44500000	45000000	0.048589936340332034	0.0496295661444664	0.37220598970884866	0.0520002421875	0.124835703125	0.077942328125	0.10481943764549795	0.0636856039573797	0.07342080738799742	0.3676262542992568	0.04540775731865304	0.023354802539524416
chr15	45000000	45500000	0.06913992144775391	0.06834498882484435	0.455195164467126	0.15294065422712053	0.1098270371273908	0.1965348163774003	0.0933229353736338	0.11825172843841074	0.0379161324283587	0.2947522178017221	5.7521466906930586e-05	8.055288928989754e-05
chr15	45500000	46000000	0.062508337890625	0.056121771457672116	0.3581201030959839	0.12293447921087003	0.35160604363033876	0.037292207060099704	0.09039604502360027	0.08382302006086069	0.11431337713643597	0.29111059150565544	0.00014567308105797064	0.01710014095044402
chr15	46000000	46500000	0.049998283309936525	0.04870095141124725	0.2989215839410849	0.05935069972044557	0.12332363017977047	0.0	0.07162435259855636	0.06407742860637651	0.050909939979219276	0.28447555511772343	0.0038698199456480686	0.006748176459381516
chr15	46500000	47000000	0.037711459671020506	0.04276779510259628	0.28406417677848256	0.05661506474134125	0.0	0.0	0.07732560094567502	0.0885035925881975	0.08540815773703835	0.3251214122288401	0.0005625871573315292	0.0009311257633618838
chr15	47000000	47500000	0.041869854278564454	0.04608804398393631	0.2834193622223973	0.040755525147825815	0.0	0.0	0.060069097091212414	0.018832416348240306	0.05742039234950005	0.3008193661482276	0.003267688790786461	0.0019465861204286184
chr15	47500000	48000000	0.040848706573486326	0.03855767130756378	0.2728807724599625	0.032075521301365345	0.0	0.0	0.06603295048661666	0.03361803686362574	0.0674056181333651	0.3253743063242842	0.008825761281326169	0.004398249007887618
chr15	48000000	48500000	0.04588755621337891	0.045795004960536956	0.31116987888031494	0.06690382882791038	0.0	0.0	0.06752093638102212	0.10723479012914582	0.05258883642010416	0.2972264652923956	0.00011379813878433626	0.00011271709050700185
chr15	48500000	49000000	0.11437171282958984	0.08971135872983932	0.4902688733920259	0.12497501986699126	0.10513905958991793	0.1315402283777875	0.08596042946986959	0.08904585871966864	0.07050484129348909	0.2995054068404407	0.001182378255084157	0.0007448821833241702
chr15	49000000	49500000	0.10429147241210937	0.09399675115919114	0.4945593591698595	0.17308941398737981	0.2212990729476518	0.2793744590327784	0.06976284679929175	0.03501708812573255	0.06768265664703677	0.2686618380625655	4.6786840198469943e-05	7.775291903513347e-05
chr15	49500000	50000000	0.0766828505859375	0.0857244126830101	0.46828686404331193	0.15067603387690715	0.3426436299390551	0.17168079915797327	0.06920781883779199	0.05197829843735151	0.08950220053378018	0.2929516629884301	9.833872855882176e-05	0.00034249512537967323
chr15	50000000	50500000	0.10974334912109375	0.10652071396303177	0.575149858971544	0.24792810914350713	0.24210799343407247	0.1448664333533358	0.08621686653399227	0.18031624054496445	0.10560480968991674	0.2853608211526638	0.00015252028197343233	0.00029966541979196227
chr15	50500000	51000000	0.06493111108398437	0.0647042014670372	0.3821338037493526	0.12272575546480236	0.29576791552374815	0.0	0.102792056271948	0.08351301350705223	0.05821367734887223	0.34817965067570383	0.09912449674622348	0.14186037614895022
chr15	51000000	51500000	0.1528877508544922	0.14625425481033325	0.7708258558088308	0.32571276871565935	0.4547232302583133	0.16588914908982388	0.10099596400590376	0.13146993269053486	0.07044675776952364	0.2801737767574031	0.0003184625797740749	3.280252481685128e-05
chr15	51500000	52000000	0.051266831176757816	0.05851164962387085	0.3760644700520183	0.10790702549334036	0.0794486334634912	0.06336148229461575	0.16349787128055457	0.15595785736303625	0.15847393751417987	0.45695238660523946	0.03269410551177478	0.02783718254925692
chr15	52000000	52500000	0.14202405187988282	0.12708331352567673	0.7230134592907208	0.3700948549091812	0.4384097775535811	0.43984718945024	0.1219290157063802	0.12788179219609688	0.11861806496956051	0.35339810708655384	0.0005482669003605842	0.0011294715724379518
chr15	52500000	53000000	0.08321391821289062	0.08380585539960861	0.503077892210354	0.1469755070030416	0.3124750499927937	0.19437296576437613	0.10868670653433751	0.09769768081211064	0.11051751424831814	0.341136504834431	0.3166521711120293	0.18544838741820693
chr15	53000000	53500000	0.05001075903320312	0.04860359660243988	0.339861193765756	0.11080801756432741	0.1361056997973752	0.16274970840257263	0.13855056510971533	0.12844080570464175	0.16665776430031107	0.4842671534691787	0.012350376626651796	0.012681997527458235
chr15	53500000	54000000	0.08917482287597656	0.08478388484001159	0.530877594918443	0.06903487552833257	0.07585358319485892	0.22317861751510443	0.12593130336630465	0.18304519289924479	0.13106333495929345	0.3715967608862156	0.0021279655469558277	0.0051303156029947625
chr15	54000000	54500000	0.13490936315917967	0.13063471992778777	0.7216098723768533	0.3151726152941645	0.4612553401880184	0.2681866878436321	0.12479761227632774	0.15356527039140333	0.0895020541388001	0.33549424429860925	0.004998391010607486	0.010279616975676123
chr15	54500000	55000000	0.07119899194335938	0.06619664149570464	0.4358162089867151	0.11567215612428865	0.22973234252341143	0.2357660775762145	0.1239391223798039	0.14177404923235531	0.1270832848718303	0.4052923853065677	0.006873206256719275	0.07666910561471074
chr15	55000000	55500000	0.05919520700073242	0.06786951916313172	0.46004940837726044	0.15947617107474002	0.15294880741681846	0.19520660839154563	0.1839850288437352	0.16909313712301122	0.1862104696475456	0.49990956509585494	0.07201096311437889	0.06773935391313715
